"injury_count","degree_of_injury1","degree_of_injury2","Administrative_Support_Services","Community_Social_Services","Construction","Industry_Others","Financial_Insurance_Services","Scientific_Technical_Activities","Water_Supply_Management","Industrial_Machines","Lifting_Equipment","Pressurised_Equipments","Fire_Explosion","Stepping_Objects","rankP"
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.329697389105089
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.329697389105089
1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.263384111735975
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.263384111735975
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.263384111735975
0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.158759168541863
0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.158759168541863
0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.158759168541863
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.329697389105089
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.329697389105089
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.329697389105089
1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.263384111735975
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.263384111735975
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.329697389105089
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.329697389105089
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.329697389105089
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.329697389105089
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.329697389105089
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.329697389105089
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.329697389105089
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.263384111735975
0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.158759168541863
0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.158759168541863
0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.158759168541863
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.329697389105089
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.329697389105089
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.329697389105089
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.329697389105089
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.329697389105089
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.329697389105089
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.329697389105089
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.329697389105089
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.329697389105089
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.329697389105089
0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.158759168541863
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.329697389105089
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.329697389105089
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.329697389105089
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.329697389105089
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.329697389105089
1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.263384111735975
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.329697389105089
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.329697389105089
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.329697389105089
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.329697389105089
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.329697389105089
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.329697389105089
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.329697389105089
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.329697389105089
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.329697389105089
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.329697389105089
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.329697389105089
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.329697389105089
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.329697389105089
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.329697389105089
0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0.0957230193487432
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.329697389105089
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.329697389105089
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.147706189863601
0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.111887424033391
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.147706189863601
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.147706189863601
1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.147706189863601
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.17635732687604
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.17635732687604
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.17635732687604
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.17635732687604
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.17635732687604
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.101537108782667
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.17635732687604
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.17635732687604
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.17635732687604
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.17635732687604
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.17635732687604
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.17635732687604
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.101537108782667
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.101537108782667
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.101537108782667
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.101537108782667
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.101537108782667
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.17635732687604
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.17635732687604
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.17635732687604
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.17635732687604
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.101537108782667
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.17635732687604
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.17635732687604
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.17635732687604
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.17635732687604
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.17635732687604
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.17635732687604
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0564509785681506
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.17635732687604
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.17635732687604
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.17635732687604
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.17635732687604
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.17635732687604
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.17635732687604
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.101537108782667
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.101537108782667
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.17635732687604
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0564509785681506
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0564509785681506
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.17635732687604
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.101537108782667
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.101537108782667
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.101537108782667
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0564509785681506
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227527462065611
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.259547004084775
1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.259547004084775
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.325320861162497
0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.156123233146837
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.325320861162497
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.325320861162497
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.325320861162497
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.325320861162497
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.325320861162497
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.325320861162497
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.325320861162497
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.325320861162497
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.325320861162497
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.325320861162497
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.325320861162497
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.325320861162497
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.325320861162497
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.325320861162497
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.325320861162497
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.325320861162497
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.325320861162497
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.325320861162497
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.325320861162497
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.325320861162497
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.325320861162497
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.325320861162497
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.325320861162497
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.325320861162497
0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.11071736896921
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.325320861162497
0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.156123233146837
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.325320861162497
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.325320861162497
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.325320861162497
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.325320861162497
0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.0892054310409992
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.325320861162497
0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.117186338166165
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.154406530421185
0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.117186338166165
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.154406530421185
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.154406530421185
