Date,BSE High,Gold Price,High USD-INR
7/27/2009,15463.09,44184.5539,47.95
7/28/2009,15463.46,44619.1969,47.995
7/29/2009,15379.43,44416.3942,47.57
7/30/2009,15409.91,45213.8084,47.23
7/31/2009,15732.81,45386.6,47.46
8/3/2009,15963.36,45293.8431,47.95
8/4/2009,16002.46,45357.9375,47.93
8/5/2009,15973.1,45593.6847,48.105
8/6/2009,15969.81,45960.673,47.54
8/7/2009,15501.94,46090.7,47.09
8/10/2009,15417.34,46084.494,47.24
8/11/2009,15218.65,45980.5033,47.08
8/12/2009,15043.62,45826.67,47.375
8/13/2009,15545.13,45319.8059,47.19
8/14/2009,15535.47,44894.2,47.765
8/17/2009,15284.23,45400.4307,47.785
8/18/2009,15134.51,45071.8331,47.405
8/19/2009,15096.94,45105.7335,47.635
8/20/2009,15145,44622.4588,47.63
8/21/2009,15275.17,44510.3,48.005
8/24/2009,15676.35,44593.8254,47.975
8/25/2009,15735.32,44780.3125,48.17
8/26/2009,15831.49,45332.0971,48.33
8/27/2009,15853.71,44966.8074,48.3
8/28/2009,15957.67,44684.7,48.705
8/31/2009,15821.35,44697.8071,48.965
9/1/2009,15923.09,45330.7577,48.605
9/2/2009,15628.1,45545.6506,48.745
9/3/2009,15598.18,45305.4768,48.605
9/4/2009,15740.83,45002.2,48.285
9/7/2009,16035.5,44767.2214,48.06
9/8/2009,16232.16,44932.7919,48.165
9/9/2009,16215.74,44574.16,48.045
9/10/2009,16434.77,44666.7443,48.205
9/11/2009,16337.98,44875.2,48.59
9/14/2009,16252.18,44767.7972,48.755
9/15/2009,16477.23,44881.0194,48.955
9/16/2009,16700.56,44411.3347,49.07
9/17/2009,16820.02,44737,49.02
9/18/2009,16765.03,44591.5,49.455
9/22/2009,16943.49,45284.9945,48.99
9/23/2009,16905.58,45619.6248,48.89
9/24/2009,16834.1,45506.4483,48.875
9/25/2009,16812.02,45684.371,48.76
9/29/2009,16907.84,45920.2,48.58
9/30/2009,17142.52,45894.7822,48.485
10/1/2009,17195.61,46009.0796,48.7
10/5/2009,17062.01,46027.4971,48.6
10/6/2009,16988.56,45890.8409,48.42
10/7/2009,17120.56,45997.6,48.255
10/8/2009,16998.52,45527.0103,48.335
10/9/2009,16963.08,45079.0183,48.535
10/12/2009,17068.78,45091.0335,48.59
10/14/2009,17274.59,45025.0471,48.385
10/15/2009,17350.39,45724.9,47.935
10/16/2009,17347.85,45859.0678,47.76
10/17/2009,17493.17,45652.5638,47.745
10/20/2009,17457.26,45968.3376,47.795
10/21/2009,17248.69,45744.5912,47.99
10/22/2009,17031.54,45182.8,47.905
10/23/2009,17006.77,45219.0003,48.065
10/26/2009,16938.88,45813.737,48.59
10/27/2009,16699.09,45872.871,48.38
10/28/2009,16411.14,46001.6028,48.37
10/29/2009,16264.09,45669.8,49.005
10/30/2009,16360.88,45627.9886,48.945
11/3/2009,15957.06,46004.2441,48.985
11/4/2009,15929.09,45807.0399,48.84
11/5/2009,16092.38,46305.7782,48.88
11/6/2009,16283.86,46257.2,48.685
11/9/2009,16517.42,46341.6176,48.87
11/10/2009,16677.53,46013.951,48.95
11/11/2009,16887.8,46122.1191,49.06
11/12/2009,16896.62,46491.0469,48.91
11/13/2009,16909.74,46652.3,48.94
11/16/2009,17083.2,46833.1936,49.155
11/17/2009,17080.17,47243.794,49.215
11/18/2009,17098.79,48083.4384,49.035
11/19/2009,17004.98,48347.2596,48.985
11/20/2009,17041.79,48324.3,48.782
11/23/2009,17214.58,48501.3451,48.725
11/24/2009,17230.86,48480.7371,48.595
11/25/2009,17290.48,48185.1208,48.68
11/26/2009,17202.51,48874.9095,48.635
11/27/2009,16718.8,48708.4,48.81
11/30/2009,17026.91,48445.4394,48.7
12/1/2009,17218.46,48994.6864,48.505
12/2/2009,17329.68,49045.8663,48.19
12/3/2009,17361.27,48712.6144,48.29
12/4/2009,17291.83,47998.1,48.155
12/7/2009,17176.62,48636.5063,48.245
12/8/2009,17237.79,48486.9438,48.14
12/9/2009,17227.96,48422.5477,48.22
12/10/2009,17231.05,47562.2411,48.285
12/11/2009,17351.71,47590.3,47.854
12/14/2009,17275.19,47599.8933,48.155
12/15/2009,17200.47,47900.5495,48.105
12/16/2009,16996.12,47966.7552,47.92
12/17/2009,16979.52,47907.0802,47.88
12/18/2009,16899.19,47776.3,47.675
12/21/2009,16750.99,48706.9869,47.535
12/22/2009,16738.12,48543.2593,46.9
12/23/2009,17252.09,48430.5103,46.725
12/24/2009,17413.69,48800.1028,46.655
12/29/2009,17486.05,49226.6,46.705
12/30/2009,17440.05,49163.1647,46.445
12/31/2009,17530.94,48880.0267,46.484
1/4/2010,17582.84,48713.8297,46.295
1/5/2010,17729.78,48488.768,46.385
1/6/2010,17790.33,48646,46.15
1/7/2010,17733.34,48962.5909,46.265
1/8/2010,17658.12,48988.8272,46.595
1/11/2010,17776.57,49217.2097,46.845
1/12/2010,17612,49376.6727,46.605
1/13/2010,17528.31,49169.1,46.705
1/14/2010,17628.04,48627.3905,47.02
1/15/2010,17639.85,48849.4802,47.395
1/18/2010,17712.6,49116.7885,47.635
1/19/2010,17664.86,48843.5962,47.165
1/20/2010,17590.59,49887.4,47.005
1/21/2010,17474.49,50296.7037,47.445
1/22/2010,17000.33,51289.942,47.27
1/25/2010,16877.77,51210.2184,47.27
1/27/2010,16708.6,51333.3757,46.905
1/28/2010,16524.69,51414.1,46.75
1/29/2010,16390.31,51219.75,46.635
2/1/2010,16422.4,51647.2248,46.604
2/2/2010,16525.98,52008.6599,46.7
2/3/2010,16552.99,51131.7458,46.76
2/4/2010,16508.22,52234.2,46.295
2/5/2010,16222.56,52550.2697,46.39
2/6/2010,15951.07,53089.5296,46.305
2/8/2010,16061.41,53016.4804,46.77
2/9/2010,16094.13,53129.6951,46.75
2/10/2010,16141.13,54364.2,46.605
2/11/2010,16202.87,53945.7188,46.645
2/15/2010,16227.04,54510.3329,46.38
2/16/2010,16310.39,54932.8144,46.675
2/17/2010,16480.89,54417.2179,47.09
2/18/2010,16452.51,54690,46.56
2/19/2010,16301.94,55227.6563,46.492
2/22/2010,16423.23,56199.3639,46.405
2/23/2010,16324.93,55693.1526,46.325
2/24/2010,16328.44,55096.6645,46.315
2/25/2010,16329.33,53207.7,46.635
2/26/2010,16669.25,53524.5423,46.78
3/2/2010,16808.49,53096.4218,46.89
3/3/2010,17012.61,52637.4581,46.755
3/4/2010,17024.96,52302.5142,46.61
3/5/2010,17097.71,52484.7,46.76
3/8/2010,17187.55,52414.2259,46.719
3/9/2010,17130.83,53075.7368,46.825
3/10/2010,17183.51,52370.5389,47.055
3/11/2010,17215.07,51607.7524,46.935
3/12/2010,17244.54,51787.1,46.87
3/15/2010,17195.49,50736.6121,46.895
3/16/2010,17416.55,50871.0938,46.92
3/17/2010,17576.78,50632.3374,46.78
3/18/2010,17548.13,50632.3374,46.55
3/19/2010,17600.87,50626.9,46.545
3/22/2010,17559.18,51611.4826,46.72
3/23/2010,17530.79,50835.1822,46.797
3/25/2010,17575.23,50606.7999,46.7
3/26/2010,17682.94,50699.2,46.677
3/29/2010,17793.01,51932.4,46.655
3/30/2010,17783.35,51944.6908,46.305
3/31/2010,17699.5,51816.1452,46.205
4/1/2010,17706.56,51680.6709,45.89
4/5/2010,17948.54,51554.4346,45.9
4/6/2010,17991.41,52267,45.51
4/7/2010,18047.86,52629.3895,45.75
4/8/2010,17960.91,51408.2314,45.775
4/9/2010,17971.47,51926.9594,45.72
4/12/2010,17995.25,51645.4669,45.83
4/13/2010,17892.78,51784.3,45.855
4/15/2010,17975.57,51880.0624,45.9
4/16/2010,17663.99,51464.2706,46.13
4/19/2010,17584.86,51023.8226,46.23
4/20/2010,17560.09,49972.3901,46.355
4/21/2010,17565.55,50534.8,46.275
4/22/2010,17778.34,50426.1563,45.995
4/23/2010,17725.88,50763.5522,46.54
4/26/2010,17826.48,50434.2354,46.47
4/27/2010,17769.25,49794.343,46.445
4/28/2010,17643.59,50386.4,46.45
4/29/2010,17532.86,51344.8609,46.335
4/30/2010,17646.61,51273.6085,46.155
5/3/2010,17536.86,50105.7175,46.285
5/4/2010,17464.82,49435.0403,46.775
5/5/2010,17121.66,49807.1,46.89
5/6/2010,17080.47,49979.1674,46.815
5/7/2010,16939.58,49721.0446,46.685
5/10/2010,17356.54,49964.8931,46.525
5/11/2010,17379.15,50231.8368,46.515
5/12/2010,17252.52,50876.4,46.465
5/13/2010,17389.15,51535.693,46.315
5/14/2010,17329.32,51591.4902,46.175
5/17/2010,16961.92,51735.4432,46.355
5/18/2010,17000.34,51525.8806,46.51
5/19/2010,16802.39,51541.9,46.265
5/20/2010,16617.8,51193.2096,46.275
5/21/2010,16486.74,51107.4956,46.375
5/24/2010,16757.73,50790.2712,46.535
5/25/2010,16444.57,51095.8615,46.345
5/26/2010,16410.35,51338.7,46.147
5/27/2010,16694.55,51835.8968,46.094
5/28/2010,16891.17,52080.109,45.93
5/31/2010,16971.15,51977.103,45.895
6/1/2010,16942.82,51761.6702,45.835
6/2/2010,16774.15,51258.2,45.545
6/3/2010,17072.63,50906.0938,45.66
6/4/2010,17150.42,50848.2784,45.543
6/7/2010,17069.77,50358.9492,45.638
6/8/2010,16895.73,50262.466,45.565
6/9/2010,16817.69,50341.4,45.69
6/10/2010,16942.6,51215.4782,45.62
6/11/2010,17131.56,50826.4898,45.505
6/14/2010,17351.18,51028.9841,45.555
6/15/2010,17442.5,50305.766,45.538
6/16/2010,17530.38,50029.1,45.615
6/17/2010,17647.42,50225.6335,45.635
6/18/2010,17721.99,49735.4605,45.653
6/21/2010,17919.62,49736.9537,45.71
6/22/2010,17868.12,49600.1614,45.555
6/23/2010,17782.41,49809.1,45.175
6/24/2010,17845.65,49914.6259,45.17
6/25/2010,17714.73,50080.3602,45.205
6/28/2010,17794.8,50439.5202,44.925
6/29/2010,17777.95,50439.5202,44.765
6/30/2010,17725.04,49934,44.805
7/1/2010,17679.34,50356.386,44.585
7/2/2010,17598.94,50870.3879,44.603
7/5/2010,17505.73,51040.0702,44.718
7/6/2010,17643.14,51038.4491,44.465
7/7/2010,17623.66,51512.2,44.53
7/8/2010,17728.37,51068.4082,44.705
7/9/2010,17857.58,51313.0207,44.455
7/12/2010,18010.07,51305.9652,44.515
7/13/2010,17998.04,51034.4709,44.605
7/14/2010,18167.22,50825.9,44.755
7/15/2010,17978.56,50935.6457,44.655
7/16/2010,17980.27,50926.3566,44.57
7/19/2010,18005.07,50491.5431,44.605
7/20/2010,18040.17,50627.9767,44.655
7/21/2010,18012.2,51254,44.43
7/22/2010,18127.9,51089.5184,44.485
7/23/2010,18237.56,51832.8322,44.755
7/26/2010,18194.09,51943.6972,44.66
7/27/2010,18149.56,52311.5127,44.49
7/28/2010,18137.14,52506.8,44.605
7/29/2010,18013.1,52868.7634,44.64
7/30/2010,18000.35,52355.0851,44.987
8/2/2010,18104.24,53703.6746,45.485
8/3/2010,18167.45,54678.3249,45.75
8/4/2010,18249.46,53673.6,45.385
8/5/2010,18295.43,55354.7985,45.35
8/6/2010,18244.56,55829.8004,45.39
8/9/2010,18309.25,55780.3087,45.165
8/10/2010,18293.4,55908.343,45.285
8/11/2010,18263.88,56398.7,45.795
8/12/2010,18113.62,55477.6992,45.695
8/13/2010,18260.39,55406.1633,46.415
8/16/2010,18203.92,55803.4647,46.825
8/17/2010,18140.15,55383.3544,47.355
8/18/2010,18286,55760.9,47.035
8/19/2010,18475.27,57162.5002,47.765
8/20/2010,18464.14,57321.5378,47.725
8/23/2010,18454.38,57274.2428,47.075
8/24/2010,18451.73,55961.5705,46.785
8/25/2010,18312.43,55988.8,46.595
8/26/2010,18261.06,57894.5498,47.205
8/27/2010,18248.36,57086.7572,47.275
8/30/2010,18216.5,56691.8859,46.86
8/31/2010,18015.66,56389.9874,46.885
9/1/2010,18227.14,57220.4,47.455
9/2/2010,18355.84,58474.7709,47.155
9/3/2010,18316.32,57993.0017,47.145
9/6/2010,18600.3,57167.6962,47.105
9/7/2010,18711.2,57132.5836,46.93
9/8/2010,18721.21,56893.7,46.725
9/9/2010,18823.17,57029.866,46.785
9/13/2010,19243.44,57496.8337,46.675
9/14/2010,19487.02,57649.7159,46.655
9/15/2010,19554.5,57958.1062,46.285
9/16/2010,19636.66,57398.9,45.965
9/17/2010,19639.18,57158.814,46.305
9/20/2010,19927.3,56633.6225,46.355
9/21/2010,20088.96,57479.4377,46.585
9/22/2010,20105.54,58028.8423,46.655
9/23/2010,19998.32,58274,46.235
9/24/2010,20071.75,57385.7144,46.605
9/27/2010,20267.98,57777.5701,46.695
9/28/2010,20157.51,57485.8795,46.778
9/29/2010,20234.05,56188.1468,46.815
9/30/2010,20114.73,56510.2,46.845
10/1/2010,20475.47,56051.4735,46.93
10/4/2010,20706.74,56106.6019,47.155
10/5/2010,20560.54,55927.3925,46.94
10/6/2010,20669.95,56406.3106,46.795
10/7/2010,20581.29,56393.3,46.885
10/8/2010,20409.19,56841.9141,46.95
10/11/2010,20461.27,56366.8963,46.835
10/12/2010,20368.4,56310.9082,46.78
10/13/2010,20703.97,55633.1135,46.945
10/14/2010,20854.55,55654.6,47.13
10/15/2010,20578.45,56020.9599,47.435
10/18/2010,20229.39,56197.0895,47.325
10/19/2010,20332.02,56526.4375,47.35
10/20/2010,20043.82,55876.1146,47.105
10/21/2010,20293.1,55680.7,47.055
10/22/2010,20351.74,54493.0386,47.045
10/25/2010,20452.3,54101.3136,46.8
10/26/2010,20344.68,54099.8331,46.755
10/27/2010,20220.58,54247.4436,46.615
10/28/2010,20185.46,54968.1,46.325
10/29/2010,20080.33,54820.9295,46.245
11/1/2010,20609.65,55374.9094,46.315
11/2/2010,20418.35,55075.6096,46.29
11/3/2010,20538.8,55743.6998,46.203
11/4/2010,20917.03,55497.4,46.155
11/5/2010,21108.64,55337.961,46.435
11/8/2010,21075.71,56302.8613,46.71
11/9/2010,20984.08,56731.9967,47.035
11/10/2010,20970.91,56784.4005,46.835
11/11/2010,20937.38,57262.9,46.895
11/12/2010,20593.91,57186.7565,46.715
11/15/2010,20335.51,56716.1544,46.7
11/16/2010,20380.1,57437.9117,46.513
11/18/2010,20056.44,57106.8476,46.79
11/19/2010,19982.75,57189.8,46.72
11/22/2010,19989.02,57348.451,47.01
11/23/2010,19841.42,58044.936,47.03
11/24/2010,19835.57,57947.2476,46.91
11/25/2010,19628.27,57933.8357,47.01
11/26/2010,19417.61,57940,46.935
11/29/2010,19450.09,58611.8316,47.15
11/30/2010,19610.46,58348.662,47.045
12/1/2010,19887.26,58336.1511,46.86
12/2/2010,20084.25,57801.0801,46.75
12/3/2010,20067.81,58134.7,46.655
12/6/2010,20217.86,58859.8755,46.91
12/7/2010,20008.36,58546.3743,46.843
12/8/2010,19875.51,58313.5704,46.648
12/9/2010,19771.09,57918.6179,46.363
12/10/2010,19537.4,57706.9,46.415
12/13/2010,19710.57,58782.4711,46.465
12/14/2010,19836.82,58712.7754,46.46
12/15/2010,19817.61,58719.4985,46.415
12/16/2010,19897.22,58457.483,46.128
12/20/2010,20006.16,58468.1,45.885
12/21/2010,20090.84,58238.8,45.835
12/22/2010,20151.25,58964.1864,45.625
12/23/2010,20076.08,58916.2696,45.745
12/24/2010,20086.42,58695.7215,45.61
12/27/2010,20190.13,58389.4,45.205
12/28/2010,20090.41,58430.5684,45.295
12/29/2010,20274.2,58752.5093,45.105
12/30/2010,20410.91,58730.0418,44.67
12/31/2010,20552.03,58540.2067,44.845
1/3/2011,20664.8,58555.8,44.645
1/4/2011,20651.21,59420.1146,44.79
1/5/2011,20509.95,59912.5109,44.575
1/6/2011,20425.85,59448.9959,44.435
1/7/2011,20210.62,59596.1211,44.52
1/10/2011,19720.43,60018.5,44.445
1/11/2011,19431.56,60230.7434,44.79
1/12/2011,19574.63,60785.2317,44.595
1/13/2011,19522.38,60567.1854,44.325
1/14/2011,19447.82,60327.2491,44.275
1/17/2011,19018.94,60658,44.425
1/18/2011,19120.62,59391.3393,44.51
1/19/2011,19167.06,59377.9362,44.505
1/20/2011,19100.26,59517.0336,44.435
1/21/2011,19065.34,58970.2702,44.615
1/24/2011,19194.46,59326.6,44.45
1/25/2011,19340.99,59082.963,44.555
1/27/2011,19086.69,58874.021,44.635
1/28/2011,18723.12,59380.7534,44.58
1/31/2011,18395.09,59829.3523,44.585
2/1/2011,18452.06,60248.2,44.485
2/2/2011,18306,59943.8634,44.485
2/3/2011,18466.21,59679.6468,44.427
2/4/2011,18542.2,61060.9099,44.355
2/7/2011,18180.94,61702.0274,43.975
2/8/2011,18141.51,61625.1,44.47
2/9/2011,17864.32,62971.5968,44.48
2/10/2011,17636.88,61606.0923,44.465
2/11/2011,17752.56,61974.5096,44.525
2/14/2011,18227.62,62124.9511,44.885
2/15/2011,18361.66,61904.1,45.26
2/16/2011,18358.84,61129.9177,45.55
2/17/2011,18532.61,60608.7954,45.335
2/18/2011,18690.97,61065.0439,45.59
2/21/2011,18457.49,60808.535,45.415
2/22/2011,18457.9,61597,45.505
2/23/2011,18377.48,62776.1112,45.76
2/24/2011,18135.12,62723.2458,45.905
2/25/2011,17812.44,62510.3249,45.767
2/28/2011,18296.53,62119.956,45.91
3/1/2011,18478.68,62333.8,46.02
3/3/2011,18603.57,63481.8899,46.13
3/4/2011,18736.97,62867.0625,45.905
3/7/2011,18361.65,62893.9183,45.405
3/8/2011,18466.81,63311.8644,45.225
3/9/2011,18583.3,63615.5,45.055
3/10/2011,18430.84,63395.8844,44.88
3/11/2011,18368.43,62458.3214,45.22
3/14/2011,18463.84,62905.3637,45.335
3/15/2011,18326.33,61961.8787,45.37
3/16/2011,18444.47,63147.4,45.278
3/17/2011,18354.27,62682.7707,45.145
3/18/2011,18259.61,63049.2415,45.578
3/21/2011,18007.73,61805.2159,45.625
3/22/2011,18041.38,62054.6133,45.465
3/23/2011,18218.28,62755.5,45.675
3/24/2011,18373.97,62553.0841,45.49
3/25/2011,18858.3,62539.8249,45.28
3/28/2011,19024.18,62034.1183,45.185
3/29/2011,19226.21,61992.915,45.26
3/30/2011,19357.1,62143.2,45.3
3/31/2011,19575.16,61937.9632,45.265
4/1/2011,19562.55,63626.0599,45.165
4/4/2011,19729.6,63184.2336,45.06
4/5/2011,19770.21,62846.9274,44.963
4/6/2011,19811.14,62846.9,44.805
4/7/2011,19665.09,62461.6522,45.11
4/8/2011,19697.21,62004.5958,45.465
4/11/2011,19426.3,61917.7758,45.45
4/13/2011,19737.33,62041.2875,45.535
4/15/2011,19700.96,62180.9,45.57
4/18/2011,19649.22,62077.3099,45.47
4/19/2011,19201.92,62229.8737,45.225
4/20/2011,19484.77,62499.0465,45.285
4/21/2011,19695.98,62041.2875,45.465
4/25/2011,19697.49,61928.3,45.665
4/26/2011,19626.13,62182.1458,45.58
4/27/2011,19633.63,62364.2416,45.55
4/28/2011,19542.05,61267.3269,45.845
4/29/2011,19356.5,61290.4634,45.79
5/2/2011,19253.87,61346.6,45.71
5/3/2011,19024.95,60506.796,45.82
5/4/2011,18604.36,60689.5959,45.735
5/5/2011,18569.21,60873.2045,45.69
5/6/2011,18568.48,60364.0342,45.92
5/9/2011,18643.58,60915.9,46.035
5/10/2011,18689.37,60936.0967,45.95
5/11/2011,18622.44,61000.625,45.705
5/12/2011,18610.02,60576.707,45.695
5/13/2011,18724.54,61781.206,45.695
5/16/2011,18492.68,61291,45.665
5/17/2011,18435.8,61759.73,45.43
5/18/2011,18218.2,62080.1942,45.53
5/19/2011,18198.45,61884.1167,45.765
5/20/2011,18429.47,62314.3367,45.795
5/23/2011,18269.06,62121.1,45.61
5/24/2011,18110.39,62473.845,45.555
5/25/2011,17976.36,62405.58,45.535
5/26/2011,18072.61,62523.8549,45.535
5/27/2011,18298.64,62541.0989,45.35
5/30/2011,18380.17,63114,45.205
5/31/2011,18526.8,63416.2641,45.355
6/1/2011,18636.12,63599.4379,45.31
6/2/2011,18540.67,64187.9496,45.513
6/3/2011,18672.65,63568.3082,45.495
6/6/2011,18458.63,63868.9,45.315
6/7/2011,18545.95,63855.5975,45.285
6/8/2011,18505.1,64518.5361,44.955
6/9/2011,18449.64,64024.3505,45.1
6/10/2011,18399.02,64193.5741,45.052
6/13/2011,18313.21,64752.2,45.2
6/14/2011,18380.19,64295.3308,45.125
6/15/2011,18308.69,64402.1402,45.1
6/16/2011,18155.1,63843.5515,45.2
6/17/2011,18064.76,63863.3106,45.3
6/20/2011,17925.17,64200.4,45.215
6/21/2011,17714.88,63365.6157,45.377
6/22/2011,17678.86,63251.2163,45.285
6/23/2011,17754.55,63421.4147,45.295
6/24/2011,18268.95,64070.3931,45.155
6/27/2011,18494.11,64457.2,45.11
6/28/2011,18527.45,64120.0848,45.04
6/29/2011,18715.39,64561.5618,45.035
6/30/2011,18873.39,64753.25,44.915
7/1/2011,19031.38,64146.1174,44.727
7/4/2011,18942.42,63536.9,44.918
7/5/2011,18837.88,63440.1978,44.83
7/6/2011,18823.45,63791.125,44.81
7/7/2011,19097.78,64172.1848,44.74
7/8/2011,19131.7,63235.6901,44.545
7/11/2011,18843.97,63729,44.435
7/12/2011,18589.19,63683.22,44.493
7/13/2011,18626.41,64547.1377,44.3
7/14/2011,18803.05,64517.1779,44.28
7/15/2011,18936.43,64760.8533,44.17
7/18/2011,18622.56,65148.4,44.412
7/19/2011,18690.42,64387.6941,44.275
7/20/2011,18765.6,64866.0224,44.602
7/21/2011,18566.99,65233.1885,44.505
7/22/2011,18747.06,65464.3077,44.6
7/25/2011,18932.27,66371.3,44.535
7/26/2011,18944.6,66304.8707,44.71
7/27/2011,18578.55,66531.8204,44.455
7/28/2011,18327.85,66747.5044,44.45
7/29/2011,18334.27,66747.5044,44.31
8/1/2011,18440.07,66897.9,44.55
8/2/2011,18283.55,66661.2116,44.638
8/3/2011,18005.76,67141.2813,44.502
8/4/2011,18032.55,68229.9388,44.46
8/5/2011,17358.18,67892.1269,44.485
8/8/2011,17247.87,68076.4,44.38
8/9/2011,17135.04,68560.3734,44.535
8/10/2011,17256.46,68520.5594,44.627
8/11/2011,17207.82,67639.9141,44.77
8/12/2011,17246.88,66580.325,44.91
8/16/2011,17035.49,67237,44.73
8/17/2011,17000.38,67736.6768,44.805
8/18/2011,16916.81,67384.9763,44.727
8/19/2011,16287.72,67008.8631,45.005
8/22/2011,16370.46,67555.459,45.055
8/23/2011,16549.21,67691.3,45.18
8/24/2011,16533.22,66761.6657,45.14
8/25/2011,16373.84,67439.7533,45.105
8/26/2011,16256.38,67147.6613,45.045
8/29/2011,16462.03,67068.8279,45.025
8/30/2011,16714.7,68350.1,45.325
9/2/2011,16989.86,69043.2994,45.265
9/5/2011,16760.07,69200.1694,45.433
9/6/2011,16894.73,68795.6314,45.335
9/7/2011,17157.21,69237.9347,45.27
9/8/2011,17209.66,69123,45.143
9/9/2011,17211.8,69211.6397,45.093
9/12/2011,16668.25,68780.9972,45.005
9/13/2011,16766.19,69008.0828,44.985
9/14/2011,16754.22,68999.6887,44.93
9/15/2011,16922.4,69354.9,44.825
9/16/2011,17122.54,69022.8561,44.83
9/19/2011,16865.93,68752.7894,44.755
9/20/2011,17135.44,68791.2237,44.77
9/21/2011,17191.12,68395.6922,44.773
9/22/2011,16833.61,68490.5,44.92
9/23/2011,16368.41,67835.3094,44.864
9/26/2011,16209.19,68496.461,44.84
9/27/2011,16551.65,68401.5394,44.97
9/28/2011,16663.26,68979.9225,44.975
9/29/2011,16756.08,69140.3,45.065
9/30/2011,16745.16,69283.9562,44.975
10/3/2011,16255.97,69687.839,44.915
10/4/2011,16202.38,68466.4445,45.01
10/5/2011,16044.91,68156.1689,45.025
10/7/2011,16347.48,67484.9,45.15
10/10/2011,16595.93,67514.9499,45.075
10/11/2011,16774.12,67480.633,45.05
10/12/2011,16987.06,67299.6128,44.79
10/13/2011,17084.07,66115.8312,44.665
10/14/2011,17112.45,66452.8,44.55
10/17/2011,17188.55,67036.4334,44.545
10/18/2011,16824.76,67932.0735,44.505
10/19/2011,17106.99,67866.8138,44.462
10/20/2011,16962.06,68334.6743,44.42
10/21/2011,17032.32,69219.8,44.498
10/24/2011,17104.88,69315.0817,44.77
10/25/2011,17322.13,70304.9654,44.63
10/26/2011,17350.49,70777.25,44.57
10/28/2011,17908.13,70645.304,44.59
10/31/2011,17813.11,71299.4,44.67
11/1/2011,17661.78,71236.4872,44.605
11/2/2011,17615.92,70497.6952,44.505
11/3/2011,17527.1,71252.4884,44.532
11/4/2011,17702.26,71056.7032,44.417
11/8/2011,17632.23,71599.1,44.442
11/9/2011,17658.34,71251.2832,44.345
11/11/2011,17279.23,71638.1111,44.175
11/14/2011,17391.99,71123.0583,44.177
11/15/2011,17172.09,71963.3941,44.25
11/16/2011,16878.3,71558.1,44.108
11/17/2011,16807.15,72511.3713,44.34
11/18/2011,16396.69,73972.7924,44.41
11/21/2011,16297.03,74813.3244,44.58
11/22/2011,16212.95,74204.157,44.855
11/23/2011,15969.6,74635.5,45.065
11/24/2011,15901.3,78484.5452,45.395
11/25/2011,15891.05,80191.8416,45.355
11/28/2011,16186.68,79930.3882,45.455
11/29/2011,16210.37,78718.8956,45.46
11/30/2011,16179.56,78872.3,45.346
12/1/2011,16718.11,80898.7527,45.39
12/2/2011,16888.84,81283.8792,45.46
12/5/2011,16863.1,83438.8711,45.752
12/7/2011,17003.71,84536.751,45.755
12/8/2011,16847.82,85736,46.095
12/9/2011,16382.57,85601.8605,45.758
12/12/2011,16360.32,81437.6903,46.045
12/13/2011,16079.38,79611.8018,46.22
12/14/2011,16133.41,82534.0593,46.19
12/15/2011,15908.02,82301.6,46.075
12/16/2011,16068.9,84041.2277,46.145
12/19/2011,15440.1,83511.6529,45.99
12/20/2011,15448.13,83857.0278,45.76
12/21/2011,15727.31,85858.2995,45.995
12/22/2011,15834.63,86705.7,46.025
12/23/2011,15911.23,87378.4222,46.155
12/26/2011,15998.44,83558.6378,46.19
12/27/2011,16049.12,85682.4262,46.275
12/28/2011,15887.8,86187.1875,46.67
12/29/2011,15724.6,86638.2,47.235
12/30/2011,15694.05,86622.8745,47.66
1/2/2012,15542.85,86633.3389,48.005
1/3/2012,15970.31,84751.9156,47.927
1/4/2012,16004.69,84793.4089,47.525
1/5/2012,15980.17,85726.3,47.845
1/6/2012,16001.31,86450.9318,48.248
1/7/2012,15900.3,86655.6659,48.4
1/9/2012,15871.51,85368.1447,49.585
1/10/2012,16180.97,83495.7109,49.895
1/11/2012,16244.7,78851.7,49.78
1/12/2012,16178.58,81407.1168,49.365
1/13/2012,16257.34,80104.448,49.22
1/16/2012,16214.36,78996.6602,49.165
1/17/2012,16501.38,79339.4852,49.23
1/18/2012,16517.96,81409.2,49.575
1/19/2012,16662.06,80925.388,49.475
1/20/2012,16788.48,79790.8423,49.522
1/23/2012,16784,80679.052,49.26
1/24/2012,17050.32,81204.058,49.23
1/25/2012,17130.24,81264.4,49.145
1/27/2012,17258.97,82052.4139,49.4
1/30/2012,17138.04,82342.2874,49.48
1/31/2012,17238.99,81351,49.235
2/1/2012,17327.21,82247.169,49.225
2/2/2012,17504.25,82376,49.035
2/3/2012,17630.53,80400.142,49.395
2/6/2012,17829.72,81236.8808,49.25
2/7/2012,17832.04,80688.1421,49.898
2/8/2012,17809.21,82166.0525,50.33
2/9/2012,17879.46,82342.3,50.015
2/10/2012,17890.11,81980.2628,49.77
2/13/2012,17849.64,84901.0572,49.505
2/14/2012,17890.33,85049.5722,49.505
2/15/2012,18231.35,84882.4369,48.94
2/16/2012,18182.78,83818.4,48.91
2/17/2012,18423.06,83718.2146,49.385
2/21/2012,18470.86,85729.4507,49.43
2/22/2012,18523.78,86396.8907,49.562
2/23/2012,18249.53,85884.6375,49.29
2/24/2012,18198.15,87353.6,49.11
2/27/2012,17975.19,88816.5923,49.52
